MEMBER_NO,AGE_GROUP,SEX_CCD,HM_ZPN
Z8523238901ST,60over,M,24387
Z8523266221ST,60over,M,31099
Z8523268131ST,60over,M,16316
Z8524216611ST,60over,M,8654
Z8524242001ST,60over,M,22677
Z8524255191ST,60over,F,12229
Z8524257581ST,60over,F,7979
Z8533252251ST,60over,M,37810
Z8533263551ST,60over,F,6982
Z8533273581ST,60over,F,17772
Z8533294691ST,60over,M,22704
Z8534210901ST,60over,F,13607
Z8534212541ST,60over,M,21070
Z8534213101ST,60over,F,26229
Z8534216011ST,60over,F,5021
Z8534216771ST,60over,F,5700
Z8534217761ST,60over,M,14975
Z8534219171ST,60over,M,37250
Z8534219331ST,60over,F,17100
Z8534223501ST,60over,M,4759
Z8534223981ST,60over,M,12016
Z8534224541ST,60over,F,26132
Z8534226411ST,60over,M,22121
Z8534226661ST,60over,F,11901
Z8534227401ST,60over,F,61998
Z8534228351ST,60over,F,61098
Z8534229961ST,60over,F,8233
Z8534231941ST,60over,F,4901
Z8534232691ST,60over,F,5371
Z8534233681ST,60over,F,15863
Z8534234531ST,60over,M,21674
Z8534239341ST,60over,F,31102
Z8534239781ST,60over,F,35350
Z8534239911ST,60over,M,38671
Z8534240541ST,60over,F,18125
Z8534242041ST,60over,F,16324
Z8534242191ST,60over,M,58614
Z8534244921ST,60over,F,16547
Z8534245421ST,60over,M,52553
Z8534245781ST,60over,F,5647
Z8534247171ST,60over,M,17544
Z8534250831ST,60over,M,59646
Z8534252541ST,60over,M,46008
Z8534255871ST,60over,F,4913
Z8534257741ST,60over,M,5555
Z8534258431ST,60over,F,15484
Z8534258651ST,60over,F,10114
Z8534258781ST,60over,F,14677
Z8534261331ST,60over,F,16435
Z8534262171ST,60over,M,16334
Z8534263471ST,60over,M,62260
Z8534266861ST,60over,F,6276
Z8534269811ST,60over,F,7224
Z8534271731ST,60over,F,33008
Z8534271931ST,60over,F,5321
Z8534273951ST,60over,F,10354
Z8534276761ST,60over,F,31488
Z8534279071ST,60over,F,24209
Z8534282531ST,60over,F,4801
Z8534282891ST,60over,F,10417
Z8534284521ST,60over,F,46762
Z8534288481ST,60over,M,16604
Z8534288991ST,60over,F,11685
Z8534289851ST,60over,F,8565
Z8534291631ST,60over,F,42270
Z8534292821ST,60over,F,8572
Z8534293051ST,60over,F,21350
Z8534294211ST,60over,M,42286
Z8534299331ST,60over,F,10304
Z8544226351ST,60over,F,4765
Z8544230431ST,60over,F,28752
Z8544232331ST,60over,F,7059
Z8544233751ST,60over,F,8361
Z8544239181ST,60over,M,17080
Z8544240281ST,60over,M,8018
Z8544248921ST,60over,F,17103
Z8544256871ST,60over,M,1600
Z8544275731ST,60over,M,51319
Z8544286231ST,60over,M,10902
Z8553252741ST,60over,M,4210
Z8553270991ST,60over,M,6009
Z8563277521ST,60over,F,28150
Z8563284761ST,60over,F,13109
Z8573250571ST,60over,M,11638
Z8573271351ST,60over,F,6278
Z8604216841ST,60over,M,13179
Z8604234811ST,60over,F,12767
Z8604260301ST,60over,F,16578
Z8613259111ST,60over,F,5695
Z8613274881ST,60over,M,21380
Z8614212821ST,60over,M,14720
Z8614220151ST,60over,M,135796
Z8614259501ST,60over,F,11613
Z8614260071ST,60over,M,51470
Z8614272321ST,60over,M,158768
Z8614276591ST,60over,F,6330
Z8614282151ST,60over,M,7528
Z8614285611ST,60over,M,14230
Z8614292041ST,60over,M,704741
Z8614295541ST,60over,M,6291
Z8623292791ST,60over,M,252805
Z8624211261ST,60over,M,14256
Z8624228911ST,60over,M,16607
Z8624231261ST,60over,M,12135
Z8624242531ST,60over,M,62247
Z8624258691ST,60over,F,3051
Z8624270831ST,60over,M,5525
Z8624275151ST,60over,F,431764
Z8624280571ST,60over,F,305745
Z8624292841ST,60over,M,28778
Z8624296581ST,60over,M,27478
Z8633212861ST,60over,M,21924
Z8634215391ST,60over,F,5029
Z8634217101ST,60over,F,7215
Z8634232631ST,60over,F,26489
Z8634236941ST,60over,M,22795
Z8634240131ST,60over,F,53070
Z8634259461ST,60over,F,6940
Z8634282061ST,60over,M,1400
Z8634292051ST,60over,F,16988
Z8644223541ST,60over,F,16849
Z8644223911ST,60over,F,31571
Z8644224341ST,60over,F,58746
Z8644233241ST,60over,M,25925
Z8644237451ST,60over,F,3660
Z8644238291ST,60over,F,37666
Z8644240301ST,60over,F,10558
Z8644241051ST,60over,F,28124
Z8644244811ST,60over,M,7731
Z8644252051ST,60over,M,16397
Z8644253051ST,60over,F,24517
Z8644270691ST,60over,F,58725
Z8644271751ST,60over,F,6216
Z8644281941ST,60over,M,13145
Z8644282711ST,60over,M,18533
Z8644282891ST,60over,F,7244
Z8644284481ST,60over,F,18132
Z8644292141ST,60over,F,31181
Z8644294941ST,60over,F,3491
Z8644295211ST,60over,M,7020
Z8653282891ST,60over,M,5268
Z8663246801ST,60over,F,62062
Z8663272421ST,60over,F,8837
Z8704227361ST,60over,F,15307
Z8704268171ST,60over,F,15314
Z8713299421ST,60over,M,42424
Z8714212211ST,60over,F,37174
Z8714212861ST,60over,M,18317
Z8714213281ST,60over,M,52633
Z8714213981ST,60over,F,31516
Z8714214871ST,60over,F,44406
Z8714217621ST,60over,F,10253
Z8714217671ST,60over,F,18442
Z8714220651ST,60over,M,6330
Z8714220691ST,60over,F,14099
Z8714221731ST,60over,F,11734
Z8714221991ST,60over,F,15579
Z8714222301ST,60over,F,5649
Z8714237461ST,60over,M,44740
Z8714238341ST,60over,F,17371
Z8714239201ST,60over,M,1456
Z8714246791ST,60over,M,2551
Z8714247091ST,60over,M,44934
Z8714249101ST,60over,M,10388
Z8714249731ST,60over,M,14213
Z8714253701ST,60over,M,44773
Z8714254191ST,60over,M,16514
Z8714255491ST,60over,F,3439
Z8714258791ST,60over,M,51364
Z8714260691ST,60over,F,44710
Z8714270021ST,60over,M,36138
Z8714270621ST,60over,F,14254
Z8714272871ST,60over,M,44424
Z8714273341ST,60over,F,25429
Z8714275191ST,60over,M,13961
Z8714275881ST,60over,M,44240
Z8714276551ST,60over,F,13504
Z8714278821ST,60over,M,13526
Z8714278931ST,60over,F,14977
Z8714279591ST,60over,F,31045
Z8714282971ST,60over,F,16577
Z8714283071ST,60over,F,13584
Z8714285561ST,60over,M,14977
Z8714296201ST,60over,M,135928
Z8714296691ST,60over,F,36660
Z8714297011ST,60over,M,157882
Z8714299471ST,60over,F,5118
Z8724210571ST,60over,M,1638
Z8724211381ST,60over,F,12571
Z8724215581ST,60over,M,14243
Z8724216571ST,60over,M,14535
Z8724216781ST,60over,M,31774
Z8724217701ST,60over,F,5029
Z8724222581ST,60over,F,430707
Z8724222971ST,60over,M,3382
Z8724227351ST,60over,F,16654
Z8724236031ST,60over,M,61967
Z8724237251ST,60over,F,21918
Z8724238961ST,60over,M,36750
Z8724243641ST,60over,F,48978
Z8724244341ST,60over,F,35321
Z8724244351ST,60over,F,58702
Z8724250341ST,60over,F,446745
Z8724252841ST,60over,F,41561
Z8724255751ST,60over,M,500793
Z8724260141ST,60over,F,39550
Z8724261031ST,60over,M,58217
Z8724262241ST,60over,F,14333
Z8724265761ST,60over,F,10932
Z8724270361ST,60over,F,37590
Z8724273881ST,60over,F,31122
Z8724280841ST,60over,F,15504
Z8724282251ST,60over,F,14544
Z8724291841ST,60over,F,24318
Z8724292981ST,60over,F,3306
Z8724295841ST,60over,M,3031
Z8724298831ST,60over,F,44922
Z8733210371ST,60over,M,35026
Z8733213521ST,60over,F,4104
Z8733237971ST,60over,F,22143
Z8733259671ST,60over,M,24309
Z8733299671ST,60over,F,28341
Z8734299091ST,60over,M,28617
Z8743217871ST,60over,M,2716
Z8743219381ST,60over,F,15374
Z8744211891ST,60over,F,21319
Z8744218661ST,60over,M,26484
Z8744221621ST,60over,F,17588
Z8744221861ST,60over,F,31185
Z8744252261ST,60over,F,38012
Z8753275351ST,60over,F,28456
Z8753296381ST,60over,M,18140
Z8763244461ST,60over,F,18449
Z8763293701ST,60over,F,23029
Z8773002131ST,60over,M,10218
Z8784602131ST,60over,M,16428
Z8804220521ST,60over,F,8230
Z8804239511ST,60over,M,10375
Z8804240731ST,60over,M,3685
Z8804240941ST,60over,M,16559
Z8804286601ST,60over,M,760200
Z8813243211ST,60over,M,14749
Z8814235191ST,60over,M,63606
Z8814251031ST,60over,M,63296
Z8814252511ST,60over,F,21340
Z8814268831ST,60over,F,11147
Z8814273041ST,60over,F,7709
Z8814273171ST,60over,F,22241
Z8814273331ST,60over,F,44931
Z8814279791ST,60over,F,22217
Z8814286061ST,60over,M,24843
Z8814297871ST,60over,F,21548
Z8814299541ST,60over,M,10462
Z8823241071ST,60over,M,59252
Z8824213311ST,60over,M,42058
Z8824216451ST,60over,F,17550
Z8824230171ST,60over,F,6503
Z8824232611ST,60over,F,36729
Z8824233821ST,60over,M,210782
Z8824235331ST,60over,M,36728
Z8824237931ST,60over,M,10527
Z8824238301ST,60over,M,12251
Z8824246191ST,60over,M,51001
Z8824258961ST,60over,F,17571
Z8824263751ST,60over,F,440330
Z8824280501ST,60over,M,5649
Z8824285091ST,60over,M,5117
Z8833243851ST,60over,F,22505
Z8833259761ST,60over,M,57778
Z8833296651ST,60over,M,1672
Z8834275871ST,60over,M,2862
Z8844269881ST,60over,F,3311
Z8853272591ST,60over,M,37859
Z8853288491ST,60over,F,57941
Z8853290021ST,60over,M,17570
Z8863218851ST,60over,F,21104
Z8863224211ST,60over,F,14256
Z8863226531ST,60over,F,44245
Z8863228401ST,60over,F,8521
Z8863234081ST,60over,M,2084
Z8863260061ST,60over,M,62029
Z8863263651ST,60over,M,39311
Z8863273111ST,60over,F,25377
Z8863273981ST,60over,M,8236
Z8863277241ST,60over,F,5646
Z8863278581ST,60over,M,36737
Z8863291591ST,60over,M,4019
Z8863292641ST,60over,F,32579
Z8863295841ST,60over,M,31536
Z8863296221ST,60over,F,13397
Z8863299361ST,60over,F,21504
Z8903232101ST,60over,M,8208
Z8903234221ST,60over,M,6601
Z8903241131ST,60over,M,28124
Z8904262621ST,60over,M,8249
Z8904280381ST,60over,M,16389
Z8904289601ST,60over,M,14075
Z8914271481ST,60over,M,482834
Z8923247121ST,60over,M,3700
Z8924216381ST,60over,M,12986
Z8924263051ST,60over,M,13374
Z8924263061ST,60over,M,28764
Z8924285851ST,60over,F,427733
Z8924293441ST,60over,F,21977
Z8933226781ST,60over,M,18133
Z8933227391ST,60over,M,38909
Z8933253611ST,60over,F,21381
Z8934213121ST,60over,M,32732
Z8943210641ST,60over,M,8357
Z8963215671ST,60over,M,16046
Z8963246421ST,60over,F,15524
Z8963253681ST,60over,F,22607
Z8963260271ST,60over,F,28595
Z8963284011ST,60over,F,14619
Z8963286081ST,60over,M,16555
Z9014250111ST,60over,M,50353
Z9024212051ST,60over,F,16461
Z9024227931ST,60over,M,26306
Z9024268411ST,60over,M,32010
Z9024274511ST,60over,F,6243
Z9033222661ST,60over,M,18477
Z9033255051ST,60over,F,42269
Z9034220521ST,60over,M,10381
Z9034282441ST,60over,F,17316
Z9034296731ST,60over,M,5070
Z9043216501ST,60over,F,5536
Z9043219491ST,60over,M,37113
Z9043232581ST,60over,M,10102
Z9043280271ST,60over,F,14705
Z9043288011ST,60over,F,21551
Z9044226781ST,60over,F,18143
Z9044244991ST,60over,F,27478
Z9044277761ST,60over,F,11738
Z9053294371ST,60over,M,13275
Z9053299651ST,60over,F,16414
Z9054212091ST,60over,F,4763
Z9054212841ST,60over,F,17912
Z9054218091ST,60over,F,4763
Z9054220931ST,60over,F,4763
Z9054221341ST,60over,M,4763
Z9054244591ST,60over,M,4763
Z9054245181ST,60over,M,4763
Z9054249741ST,60over,M,4763
Z9054252641ST,60over,M,4763
Z9054273441ST,60over,F,4763
Z9054274151ST,60over,M,16582
Z9054277191ST,60over,F,13014
Z9054292601ST,60over,M,3102
Z9054293931ST,60over,F,4763
Z9063222321ST,60over,M,16567
Z9063230351ST,60over,M,16426
Z9073299561ST,60over,F,18412
Z9104255211ST,60over,F,2250
Z9104297101ST,60over,M,5004
Z9113240781ST,60over,M,16213
Z9113240801ST,60over,M,15328
Z9113266371ST,60over,F,4572
Z9114247591ST,60over,F,10086
Z9123235221ST,60over,M,10379
Z9124248431ST,60over,F,10306
Z9124256971ST,60over,F,16698
Z9134232181ST,60over,M,28415
Z9134252881ST,60over,M,48096
Z9143217921ST,60over,M,8301
Z9143224041ST,60over,M,17153
Z9143296281ST,60over,F,656760
Z9143299791ST,60over,M,10567
Z9144222571ST,60over,M,61098
Z9144240091ST,60over,F,57604
Z9153242851ST,60over,M,25916
Z9153262391ST,60over,F,14683
Z9153274971ST,60over,M,38176
Z9154214161ST,60over,M,15588
Z9154226811ST,60over,F,5073
Z9163233351ST,60over,M,4022
Z9163254851ST,60over,F,14734
Z9173237491ST,60over,M,11901
Z9173274801ST,60over,M,17834
Z9173297101ST,60over,M,36634
Z9204235311ST,60over,M,12557
Z9213219591ST,60over,F,8364
Z9213231391ST,60over,M,18406
Z9213243371ST,60over,F,5325
Z9213250741ST,60over,M,7638
Z9213274821ST,60over,F,8289
Z9214216091ST,60over,M,13802
Z9214221541ST,60over,M,12146
Z9214245451ST,60over,M,7683
Z9214296531ST,60over,F,59666
Z9223252841ST,60over,F,13590
Z9223252991ST,60over,F,2603
Z9223277381ST,60over,M,14665
Z9234234681ST,60over,M,28390
Z9234240521ST,60over,M,5007
Z9234284791ST,60over,F,39195
Z9234287201ST,60over,F,31538
Z9243299491ST,60over,F,18550
Z9244229241ST,60over,F,10924
Z9253213601ST,60over,F,10907
Z9253217411ST,60over,F,28340
Z9253247141ST,60over,M,38067
Z9253251661ST,60over,M,44683
Z9253275411ST,60over,M,21922
Z9253277381ST,60over,F,15290
Z9253280451ST,60over,F,133817
Z9253299731ST,60over,M,63199
Z9263250781ST,60over,M,11905
Z9263284051ST,60over,F,5663
Z9273224361ST,60over,M,4998
Z9273224441ST,60over,M,10080
Z9273236811ST,60over,M,16620
Z9273257271ST,60over,F,8235
Z9273278651ST,60over,F,17762
Z9304216791ST,60over,M,38004
Z9313238881ST,60over,F,27166
Z9313254531ST,60over,F,13258
Z9313255491ST,60over,F,3319
Z9313276491ST,60over,M,12275
Z9313280471ST,60over,F,7971
Z9313296661ST,60over,F,24392
Z9314263641ST,60over,F,16222
Z9314295771ST,60over,F,15469
Z9323246731ST,60over,M,2511
Z9324211151ST,60over,M,10120
Z9324223311ST,60over,M,3748
Z9324255861ST,60over,M,28765
Z9334235071ST,60over,F,10239
Z9334240071ST,60over,F,27148
Z9334280061ST,60over,F,5030
Z9344225401ST,60over,M,16420
Z9344225831ST,60over,M,24412
Z9344227011ST,60over,M,13608
Z9353215751ST,60over,F,15552
Z9353216331ST,60over,M,42279
Z9353241301ST,60over,F,22209
Z9353243431ST,60over,F,13955
Z9353268441ST,60over,F,760749
Z9353269791ST,60over,M,21939
Z9353280571ST,60over,M,28701
Z9353297991ST,60over,F,12775
Z9373226201ST,60over,F,21118
Z9373277551ST,60over,M,17553
Z9373291971ST,60over,M,17366
Z9379301951ST,60over,F,5245
Z9404269161ST,60over,M,4620
Z9404292501ST,60over,F,11450
Z9404293101ST,60over,F,13554
Z9413216911ST,60over,M,27929
Z9413241371ST,60over,M,14579
Z9413265111ST,60over,F,15337
Z9413278711ST,60over,M,4710
Z9414224781ST,60over,F,16899
Z9414230331ST,60over,F,6768
Z9414244611ST,60over,F,1676
Z9414250511ST,60over,F,11952
Z9414251911ST,60over,F,2070
Z9414252121ST,60over,F,15577
Z9414272071ST,60over,F,3100
Z9414279441ST,60over,M,21321
Z9414287951ST,60over,F,14682
Z9423231611ST,60over,M,34190
Z9423259161ST,60over,F,6347
Z9423262491ST,60over,M,22186
Z9424227511ST,60over,F,59692
Z9424228411ST,60over,F,4760
Z9424266631ST,60over,M,14583
Z9434235611ST,60over,F,6275
Z9434239121ST,60over,M,25925
Z9434243111ST,60over,F,22703
Z9434246931ST,60over,F,10486
Z9434257311ST,60over,M,45006
Z9434266801ST,60over,F,14995
Z9434273871ST,60over,M,2024
Z9434284131ST,60over,F,5827
Z9434299651ST,60over,F,4104
Z9443218061ST,60over,M,10080
Z9443246591ST,60over,M,1632
Z9443250741ST,60over,M,8314
Z9443262841ST,60over,F,2781
Z9444243791ST,60over,M,21561
Z9453260411ST,60over,F,13405
Z9463224191ST,60over,M,14099
Z9463266441ST,60over,F,28799
Z9463280201ST,60over,M,6621
Z9463283461ST,60over,M,240050
Z9473214761ST,60over,M,18516
Z9473228481ST,60over,F,16650
Z9504212631ST,60over,M,135990
Z9504231381ST,60over,F,6208
Z9504231831ST,60over,M,23023
Z9504234581ST,60over,F,15588
Z9504241241ST,60over,M,3014
Z9504249141ST,60over,F,7648
Z9504251361ST,60over,M,28390
Z9504254911ST,60over,M,8072
Z9504255351ST,60over,F,4755
Z9504270441ST,60over,M,13553
Z9504281741ST,60over,M,15856
Z9504292971ST,60over,F,5065
Z9504296461ST,60over,M,44630
Z9513246191ST,60over,M,34052
Z9514214381ST,60over,M,4791
Z9514237681ST,60over,F,16552
Z9514242401ST,60over,F,58554
Z9514252391ST,60over,F,21683
Z9514271071ST,60over,M,8715
Z9523213031ST,60over,M,36703
Z9523253081ST,60over,F,5504
Z9523285011ST,60over,M,13595
Z9523290061ST,60over,M,10119
Z9524215931ST,60over,M,4995
Z9524227841ST,60over,M,35210
Z9524232111ST,60over,F,11658
Z9524257021ST,60over,M,16542
Z9524262411ST,60over,M,16590
Z9533246991ST,60over,F,427738
Z9534210131ST,60over,M,24837
Z9534213601ST,60over,M,15845
Z9534216541ST,60over,F,3777
Z9534217061ST,60over,F,28674
Z9534219911ST,60over,M,28171
Z9534220851ST,60over,M,28804
Z9534223671ST,60over,M,4971
Z9534224151ST,60over,M,58697
Z9534224771ST,60over,M,3709
Z9534224981ST,60over,M,1687
Z9534225381ST,60over,F,3309
Z9534225421ST,60over,M,38051
Z9534227711ST,60over,F,31161
Z9534228891ST,60over,M,42630
Z9534229221ST,60over,F,44206
Z9534230611ST,60over,F,35082
Z9534231581ST,60over,F,133817
Z9534233371ST,60over,F,10239
Z9534234381ST,60over,F,10243
Z9534236321ST,60over,F,37545
Z9534237251ST,60over,F,5344
Z9534237591ST,60over,M,5029
Z9534238721ST,60over,M,44218
Z9534240551ST,60over,M,5029
Z9534241301ST,60over,F,48516
Z9534242271ST,60over,F,50503
Z9534245321ST,60over,M,28330
Z9534245671ST,60over,F,44514
Z9534247571ST,60over,F,12216
Z9534248621ST,60over,F,61941
Z9534249681ST,60over,M,62268
Z9534252501ST,60over,M,21518
Z9534253541ST,60over,F,14600
Z9534254381ST,60over,F,59358
Z9534255011ST,60over,F,2505
Z9534255551ST,60over,F,16443
Z9534256051ST,60over,M,53244
Z9534257291ST,60over,F,33326
Z9534258371ST,60over,M,24419
Z9534258841ST,60over,M,7565
Z9534264611ST,60over,F,3496
Z9534265011ST,60over,F,16340
Z9534265661ST,60over,F,28674
Z9534266181ST,60over,F,44039
Z9534266991ST,60over,F,10351
Z9534268031ST,60over,F,1825
Z9534268791ST,60over,F,14126
Z9534269431ST,60over,F,13360
Z9534271931ST,60over,F,22000
Z9534272811ST,60over,F,22651
Z9534273281ST,60over,M,16552
Z9534275061ST,60over,F,28674
Z9534276421ST,60over,M,28408
Z9534276911ST,60over,F,51424
Z9534278471ST,60over,F,13568
Z9534278501ST,60over,M,10306
Z9534280531ST,60over,F,7605
Z9534282911ST,60over,M,12197
Z9534284181ST,60over,F,24033
Z9534284741ST,60over,M,62027
Z9534284951ST,60over,F,28187
Z9534285491ST,60over,F,7739
Z9534285571ST,60over,M,11917
Z9534287621ST,60over,F,36201
Z9534289681ST,60over,F,28653
Z9534289701ST,60over,M,15880
Z9534292231ST,60over,F,5658
Z9534293971ST,60over,F,61694
Z9534295231ST,60over,F,41414
Z9534295571ST,60over,M,12791
Z9534295651ST,60over,F,16340
Z9534297811ST,60over,M,36715
Z9534298771ST,60over,M,25130
Z9543257361ST,60over,F,17570
Z9544215521ST,60over,M,4777
Z9544222891ST,60over,F,14407
Z9544224881ST,60over,F,12260
Z9544236621ST,60over,M,6790
Z9544241761ST,60over,F,3326
Z9544243521ST,60over,M,14912
Z9544244771ST,60over,M,36427
Z9544250321ST,60over,F,13627
Z9544255611ST,60over,M,31538
Z9544266711ST,60over,M,8009
Z9544281561ST,60over,M,3907
Z9544289361ST,60over,F,50820
Z9553212311ST,60over,F,2583
Z9563217801ST,60over,F,25522
Z9573253981ST,60over,M,8760
Z9573264621ST,60over,M,53286
Z9604231201ST,60over,M,28568
Z9604254231ST,60over,F,58703
Z9604275591ST,60over,M,8317
Z9604281541ST,60over,F,27941
Z9604290611ST,60over,F,5834
Z9604292291ST,60over,F,62256
Z9614216021ST,60over,F,50998
Z9614218021ST,60over,M,42002
Z9614223151ST,60over,F,28379
Z9614233471ST,60over,F,6981
Z9614258271ST,60over,F,2793
Z9614265741ST,60over,M,1410
Z9614269781ST,60over,M,11750
Z9614281871ST,60over,M,61993
Z9614282681ST,60over,M,15286
Z9614296451ST,60over,F,42610
Z9623241791ST,60over,F,21561
Z9623285941ST,60over,M,44969
Z9623289071ST,60over,F,6080
Z9624215581ST,60over,M,17344
Z9624218791ST,60over,M,17375
Z9624225551ST,60over,M,21100
Z9624233491ST,60over,M,336783
Z9624240981ST,60over,M,3643
Z9624253731ST,60over,F,1076
Z9624256421ST,60over,M,28171
Z9624260741ST,60over,F,12226
Z9624270121ST,60over,F,26399
Z9633243531ST,60over,M,24340
Z9633295431ST,60over,F,18447
Z9634219021ST,60over,M,22682
Z9634224271ST,60over,F,14911
Z9634225931ST,60over,F,14664
Z9634249671ST,60over,M,2063
Z9634252441ST,60over,M,25168
Z9634278351ST,60over,F,28171
Z9634299041ST,60over,F,26506
Z9634299241ST,60over,F,18437
Z9643217681ST,60over,F,59664
Z9643248351ST,60over,M,13119
Z9643284021ST,60over,M,5062
Z9644219181ST,60over,F,47516
Z9644223591ST,60over,M,10895
Z9644225881ST,60over,F,14094
Z9644232281ST,60over,F,17306
Z9644234291ST,60over,F,17091
Z9644254431ST,60over,F,4714
Z9644254491ST,60over,M,8707
Z9644272241ST,60over,F,16045
Z9644272501ST,60over,M,15261
Z9644282341ST,60over,F,14788
Z9644282481ST,60over,M,15555
Z9644286251ST,60over,F,39835
Z9644294061ST,60over,F,15452
Z9644298501ST,60over,F,50898
Z9644299831ST,60over,M,62379
Z9653253241ST,60over,M,5794
Z9663211431ST,60over,M,58675
Z9663232531ST,60over,M,13611
Z9704210901ST,60over,M,16459
Z9704263311ST,60over,M,12186
Z9714210841ST,60over,M,44219
Z9714211351ST,60over,M,21312
Z9714213401ST,60over,F,27146
Z9714214011ST,60over,M,24452
Z9714215141ST,60over,M,18516
Z9714217991ST,60over,M,34067
Z9714218621ST,60over,F,27146
Z9714229201ST,60over,F,13125
Z9714231601ST,60over,M,36660
Z9714235601ST,60over,M,21548
Z9714236851ST,60over,M,24213
Z9714238941ST,60over,F,22110
Z9714240351ST,60over,F,22143
Z9714240701ST,60over,M,48257
Z9714246531ST,60over,M,27136
Z9714249621ST,60over,M,22659
Z9714255601ST,60over,M,21318
Z9714259551ST,60over,F,14258
Z9714265201ST,60over,F,14078
Z9714266361ST,60over,F,17330
Z9714266601ST,60over,M,39205
Z9714267161ST,60over,F,2084
Z9714268231ST,60over,F,3335
Z9714268401ST,60over,M,35201
Z9714274301ST,60over,F,50420
Z9714274491ST,60over,F,26483
Z9714275751ST,60over,M,10372
Z9714278521ST,60over,M,21409
Z9714280091ST,60over,F,150034
Z9714285441ST,60over,F,16298
Z9714287251ST,60over,M,1721
Z9714290201ST,60over,F,36723
Z9714291161ST,60over,F,15621
Z9714292151ST,60over,M,15560
Z9714292581ST,60over,M,25780
Z9714293741ST,60over,F,22718
Z9714299641ST,60over,M,18145
Z9723210641ST,60over,F,8801
Z9723252411ST,60over,M,3073
Z9724210101ST,60over,F,62052
Z9724210641ST,60over,F,7239
Z9724212231ST,60over,F,4762
Z9724212481ST,60over,F,51204
Z9724213131ST,60over,M,58699
Z9724218561ST,60over,M,44459
Z9724219021ST,60over,M,44980
Z9724219281ST,60over,F,21452
Z9724220101ST,60over,F,10852
Z9724228401ST,60over,M,12774
Z9724231641ST,60over,M,42785
Z9724232771ST,60over,F,1600
Z9724233991ST,60over,F,3964
Z9724239091ST,60over,F,21071
Z9724240501ST,60over,F,611764
Z9724240621ST,60over,F,62068
Z9724243671ST,60over,M,16354
Z9724246241ST,60over,F,15866
Z9724246311ST,60over,F,15806
Z9724246631ST,60over,M,31111
Z9724247741ST,60over,F,12438
Z9724248631ST,60over,F,44480
Z9724250411ST,60over,F,7614
Z9724250961ST,60over,F,12507
Z9724254791ST,60over,F,15544
Z9724255421ST,60over,F,13469
Z9724256441ST,60over,M,1713
Z9724258471ST,60over,M,12979
Z9724262401ST,60over,F,5236
Z9724264931ST,60over,F,1465
Z9724266471ST,60over,M,16083
Z9724268221ST,60over,F,5074
Z9724281631ST,60over,M,61491
Z9724282171ST,60over,M,44930
Z9724283081ST,60over,F,445725
Z9724284771ST,60over,M,2532
Z9724287411ST,60over,F,11634
Z9724287691ST,60over,F,12650
Z9724289011ST,60over,F,17017
Z9724290141ST,60over,M,3648
Z9724290241ST,60over,F,31538
Z9724292981ST,60over,F,10521
Z9724293321ST,60over,M,34140
Z9724294521ST,60over,F,16420
Z9724296021ST,60over,F,11778
Z9724297281ST,60over,M,403772
Z9724297821ST,60over,F,22761
Z9724298371ST,60over,M,5247
Z9724298601ST,60over,M,52633
Z9724299841ST,60over,M,13405
Z9733001951ST,60over,F,14574
Z9733260621ST,60over,F,10494
Z9733290641ST,60over,F,15032
Z9733291401ST,60over,F,7221
Z9734215061ST,60over,F,62315
Z9734279611ST,60over,M,10415
Z9734290961ST,60over,F,42268
Z9743248971ST,60over,M,2624
Z9743282111ST,60over,M,21909
Z9744226091ST,60over,M,59522
Z9744262421ST,60over,F,28124
Z9744283051ST,60over,F,3993
Z9753267401ST,60over,F,7055
Z9763214191ST,60over,M,2875
Z9763229961ST,60over,M,28422
Z9763234521ST,60over,M,423064
Z9763249101ST,60over,F,23025
Z9763259131ST,60over,M,1380
Z9763263531ST,60over,M,4952
Z9763273111ST,60over,M,52629
Z9763287051ST,60over,F,16439
Z9763293201ST,60over,F,44961
Z9804274201ST,60over,M,530771
Z9814222401ST,60over,M,26467
Z9814225811ST,60over,M,1229
Z9814231171ST,60over,M,44973
Z9814237391ST,60over,M,15021
Z9814241981ST,60over,F,37433
Z9814242491ST,60over,M,8830
Z9814249481ST,60over,M,24450
Z9814250341ST,60over,M,5580
Z9814254061ST,60over,F,28659
Z9814259181ST,60over,F,25468
Z9814259951ST,60over,F,54950
Z9814279271ST,60over,F,13260
Z9814287801ST,60over,M,62346
Z9814296371ST,60over,M,14038
Z9814297921ST,60over,F,54823
Z9823246411ST,60over,M,21336
Z9823268121ST,60over,M,11655
Z9824210751ST,60over,M,36970
Z9824213651ST,60over,M,3476
Z9824214851ST,60over,F,1116
Z9824234791ST,60over,M,7324
Z9824240721ST,60over,M,61111
Z9824248321ST,60over,F,1829
Z9824271181ST,60over,M,12146
Z9824280001ST,60over,F,21101
Z9824293641ST,60over,M,5555
Z9833211901ST,60over,M,58647
Z9833273161ST,60over,M,443796
Z9833288321ST,60over,M,22150
Z9833295371ST,60over,F,63084
Z9833299671ST,60over,M,420831
Z9834222871ST,60over,F,7534
Z9834280731ST,60over,M,27422
Z9843227161ST,60over,M,11736
Z9844240951ST,60over,M,15595
Z9844250691ST,60over,M,15264
Z9844273561ST,60over,M,8352
Z9852271891ST,60over,M,8549
Z9853260231ST,60over,M,2780
Z9853263601ST,60over,M,18366
Z9863212151ST,60over,M,13223
Z9863217971ST,60over,M,7798
